date,horse_code,horse_id,horse_name,horse_number,incident,position_final,race_number
2024-02-12,G095,HK_2021_G095,SETANTA,1,Crowded shortly after the start.,11,6
2024-02-12,E294,HK_2020_E294,HAPPY DAILY,4,"After the 200 Metres shifted in and made contact with MR MAESTRO and became unbalanced.  Then raced tight to the inside of VOLCANIC SPARK for a short distance thereafter.  After the race, Apprentice Y L Chung stated that his mount was disadvantaged by having to race wide and without cover for the majority of the event and as a result did not finish the race off strongly.  A veterinary inspection immediately following the race did not show any significant findings.",12,6
2024-02-12,J033,HK_2023_J033,MR MAESTRO,10,Jumped only fairly.  Bumped after the 200 Metres and became unbalanced.  A veterinary inspection immediately following the race did not show any significant findings.,13,6
2024-02-12,D343,HK_2019_D343,SMART FOLKS,13,"After being loaded into the barriers lunged forward and struck its head.  Removed from the barriers and examined by the Veterinary Officer who said there was blood present in both nostrils of SMART FOLKS due to the contact with the barriers and was not suitable to race.  Acting on this advice, SMART FOLKS was withdrawn by order of the Stewards.  Before being allowed to race again, SMART FOLKS will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",WV-A,6
2024-02-12,J122,HK_2023_J122,WINDCHEATER,10,From the 400 Metres became held up for clear running behind RUN RUN TIMING and then near the 300 Metres was disappointed for clear running between RUN RUN TIMING and GOLDEN BULL and did not obtain clear running until the 250 Metres.  Sent for sampling post-race.,1,4
2024-02-12,H230,HK_2022_H230,WINNING DATA,2,Sent for sampling post-race.,1,5
2024-02-12,H435,HK_2022_H435,DEVAS TWELVE,11,After the 400 Metres was shifted to the outside of PING HAI COMET to secure clear running and then lay in for some distance thereafter.  Sent for sampling post-race.,2,5
2024-02-12,H027,HK_2022_H027,STRONGEST BOY,13,No report.,3,5
2024-02-12,H087,HK_2022_H087,CAN'T GO WONG,14,Near the 300 Metres was steadied when disappointed for clear running between FLYING MOJITO and WINNING STEPS before being shifted to the inside of FLYING MOJITO approaching the 250 Metres to obtain clear running.  Then raced tight between FLYING MOJITO and DEVAS TWELVE for some distance thereafter.,4,5
2024-02-12,H361,HK_2022_H361,BEER PALACE,9,From a wide barrier was shifted across behind runners in the early stages.,5,5
2024-02-12,G140,HK_2021_G140,CIRCUIT NINE,10,Slow to begin.,6,5
2024-02-12,G478,HK_2021_G478,LUCKY ETERNITY,4,"Near the 650 Metres brushed the running rail when  positioned close to WINNING DATA.  After the race, Apprentice Y L Chung stated that from the inside barrier he endeavoured to obtain a forward position with cover to assist his mount in travelling comfortably.  He said throughout the early and middle stages LUCKY ETERNITY travelled only fairly and was one-paced to the finish of the event.  A veterinary inspection immediately following the race did not show any significant findings.  Sent for sampling post-race.",7,5
2024-02-12,J074,HK_2023_J074,ME TIME,5,Jumped awkwardly.,8,5
2024-02-12,G420,HK_2021_G420,WINNING STEPS,7,Bumped near the 1450 Metres when racing tight to the inside of FLYING MOJITO.,9,5
2024-02-12,J133,HK_2023_J133,MUST GO,4,Sent for sampling post-race.,2,4
2024-02-12,H239,HK_2022_H239,STAR CLUB,3,"When questioned, B Avdulla stated that the intention was to attempt to hold a midfield position and after travelling a short distance STAR CLUB did not show sufficient pace to do so and as a result he was obliged to make some use of his mount to endeavour to maintain a position towards the back of the field.  When questioned regarding his riding in the Home Straight, B Avdulla stated that as he was of the view there was some advantage to remain racing to the inside, he elected to remain positioned slightly to the inside of AUTUMN DELIGHT with a view to improving to the inside of that runner.  He said when GLORY ELITE shifted out, he was then obliged to shift to the outside of AUTUMN DELIGHT approaching the 350 Metres in an attempt to secure clear running.  He said when AUTUMN DELIGHT then shifted out slightly, he was held up for clear running between AUTUMN DELIGHT and CALIFORNIA ICON.  He added that it was then his intention to endeavour to shift to the outside of CALIFORNIA ICON approaching the 300 Metres, however, when STAR CLUB was travelling too well to come back and clear the heels of CALIFORNIA ICON, he remained badly held up for clear running until near the 250 Metres.  He further stated that when a run presented to the inside of AUTUMN DELIGHT after the 250 Metres, he was able to place STAR CLUB under full pressure where it finished the race off strongly when being directed to the outside of SUPER GOLDI near the 150 Metres.  The Stewards found the tactics adopted by Jockey Avdulla were reasonable in the circumstances.",3,4
2024-02-12,H019,HK_2021_H019,GOLDEN BULL,7,"Raced wide and without cover for the majority of the event.  After the race, C L Chau advised that he was instructed to go forward on his mount from the outside barrier.",4,4
2024-02-12,H311,HK_2022_H311,GLORY ELITE,6,Blundered on jumping and lost ground.  Near the 650 Metres was steadied away from MANYTHANKS FOREVER.  For a short distance near the 300 Metres had difficulty obtaining clear running.  Near the 150 Metres shifted in and away from SUPER GOLDI and became awkwardly placed behind MUST GO for a short distance thereafter.,5,4
2024-02-12,J065,HK_2023_J065,MANYTHANKS FOREVER,11,Shifted out at the start and was bumped.   Between the 400 Metres and the 350 Metres was held up for clear running behind WINDCHEATER.,6,4
2024-02-12,H477,HK_2022_H477,SUPER GOLDI,2,Near the 850 Metres was steadied to avoid GOLDEN BULL (C L Chau) which shifted in when not clear.  C L Chau was advised to exercise more care.  A veterinary inspection immediately following the race did not show any significant findings.,7,4
2024-02-12,H403,HK_2022_H403,RUN RUN TIMING,1,"After the race, H Bentley stated that from a wide barrier he was obliged to make use of his mount in the early stages to hold the lead and under its top weight of 135 lbs RUN RUN TIMING was unable to finish the race off.  A veterinary inspection immediately following the race did not show any significant findings.",8,4
2024-02-12,E343,HK_2020_E343,HEARTY WISH,14,Jumped only fairly and then from a wide barrier was shifted across behind runners in the early stages.  Inside the 100 Metres had difficulty securing clear running when improving into a narrow run between RUN RUN TIMING and MANYTHANKS FOREVER which shifted in slightly.,9,4
2024-02-12,H404,HK_2022_H404,CALIFORNIA ICON,13,Shortly after the start was bumped.  Raced keenly in the middle stages.,10,4
2024-02-12,J090,HK_2023_J090,AUTUMN DELIGHT,5,"Bumped on jumping.  Near the 950 Metres, when racing keenly, was steadied away from MANYTHANKS FOREVER. <14/2/2024 Additional Veterinary Reports>The Veterinary Surgeon reported that AUTUMN DELIGHT was found to be lame in its left hind leg on the morning after racing. Before being allowed to race again, AUTUMN DELIGHT will be subjected to an official veterinary examination.",11,4
2024-02-12,H478,HK_2022_H478,PATCH OF KINGDOM,12,No report.,12,4
2024-02-12,J097,HK_2023_J097,TELECOM BULLET,9,Raced tight to the inside of LE MAILLOT JAUNE shortly after the start.  Near the 900 Metres shifted out and away from CALIFORNIA ICON.,13,4
2024-02-12,J034,HK_2023_J034,LE MAILLOT JAUNE,8,"When questioned, B Thompson stated that he was asked to hold a forward position on his mount if possible.  He said after commencing well he was able to obtain an on-pace position before LE MAILLOT JAUNE gave ground quickly in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of LE MAILLOT JAUNE, which finished tailed out, was considered unacceptable.  Before being allowed to race again, LE MAILLOT JAUNE will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",14,4
2024-02-12,H413,HK_2022_H413,STRATHBARRY,,"STRATHBARRY, Standby Declared Starter, was withdrawn on 11.2.24 by order of the Stewards acting on veterinary advice (lame left fore).  Before being allowed to race again, STRATHBARRY will be subjected to an official veterinary examination.",WV,4
2024-02-12,G412,HK_2021_G412,FLYING MOJITO,1,Raced wide and without cover for the majority of the event.  A veterinary inspection immediately following the race did not show any significant findings.,10,5
2024-02-12,G463,HK_2021_G463,FOREVER FOLKS,12,"Jumped only fairly.  Passing the 300 Metres was steadied away from PING HAI COMET when  held up for clear running behind that runner.  Was then shifted to the inside of PING HAI COMET approaching the 200 Metres, but then became held up for clear running behind MASTER HERO and did not obtain clear running until near the 100 Metres when it shifted to the outside of PING HAI COMET to do so.",11,5
2024-02-12,H309,HK_2022_H309,ROBOT FIGHTER,8,Shortly after the start was bumped by WINNING STEPS which shifted in and away from ME TIME.  Near the 1450 Metres bumped with WINNING STEPS.  Near the 600 Metres raced tight between STRONGEST BOY and CAN’T GO WONG which shifted out slightly.,12,5
2024-02-12,D501,HK_2019_D501,MASTER HERO,3,No report.,13,5
2024-02-12,H344,HK_2022_H344,PING HAI COMET,6,Jumped awkwardly.  A veterinary inspection immediately following the race did not show any significant findings.,14,5
2024-02-12,H251,HK_2022_H251,SUPER CONTENTED,,"Withdrawn on 11.2.24 by order of the Stewards acting on veterinary advice (lame right fore) and replaced by Standby Declared Starter BEER PALACE.  Before being allowed to race again, SUPER CONTENTED will be subjected to an official veterinary examination.",WV,5
2024-02-12,J062,HK_2023_J062,KA YING RISING,4,Crowded at the start.  Near the 800 Metres was steadied when it commenced to race keenly when positioned between MASSIVE ACTION and EIGHTY LIGHT YEARS.  Sent for sampling post-race.,1,7
2024-02-12,H155,HK_2022_H155,LADY'S CHOICE,9,Lay out under pressure over the final 100 Metres and bumped with EIGHTY LIGHT YEARS passing the winning post.  Sent for sampling post-race.,2,7
2024-02-12,H170,HK_2022_H170,EIGHTY LIGHT YEARS,8,Bumped at the start.  Raced wide and without cover for the majority of the event.,3,7
2024-02-12,H198,HK_2022_H198,JOYFUL HUNTER,3,No report.,4,7
2024-02-12,J039,HK_2023_J039,ARMOUR WAR EAGLE,6,Shifted in at the start and was bumped.  Noted to have blood at the right nostril after the race.  An endoscopic examination conducted on ARMOUR WAR EAGLE found that there was no blood in its trachea and therefore the blood in the nostril was determined to be not coming from the lungs and as such the horse was deemed not to have bled.,5,7
2024-02-12,H138,HK_2022_H138,SHOW RESPECT,14,No report.,6,7
2024-02-12,H394,HK_2022_H394,SUGAR BALL,13,No report.,7,7
2024-02-12,E364,HK_2020_E364,SOLAR PARTNER,12,Jumped only fairly and then was badly crowded between SUPER FORTUNE and KA YING RISING which was taken out by SHOW RESPECT which shifted out despite the efforts of its rider.,8,7
2024-02-12,G013,HK_2021_G013,PINS PRINCE,5,"Jumped awkwardly, shifted out and made contact with EIGHTY LIGHT YEARS.",9,7
2024-02-12,E445,HK_2020_E445,MASSIVE ACTION,7,No report.,10,7
2024-02-12,J135,HK_2023_J135,GOOD LUCK WIN,11,Jumped only fairly.,11,7
2024-02-12,E466,HK_2020_E466,CAPTAIN WIN,10,Jumped only fairly.  Approaching the 450 Metres made contact with IMA SINGLE MAN when being shifted to the outside of PINS PRINCE to improve.  A veterinary inspection immediately following the race did not show any significant findings.,12,7
2024-02-12,G065,HK_2021_G065,SUPER FORTUNE,2,"Bumped on the hindquarters on jumping and became unbalanced.  After the race, M F Poon reported that SUPER FORTUNE coughed on pulling up.  A veterinary inspection immediately following the race did not show any significant findings.",13,7
2024-02-12,D476,HK_2019_D476,IMA SINGLE MAN,1,Bumped on jumping.  Bumped near the 450 Metres.,14,7
2024-02-12,H115,HK_2022_H115,RED LION,4,Brushed near the 150 Metres.  Sent for sampling post-race.,1,8
2024-02-12,H338,HK_2022_H338,MUGEN,6,Steadied at the 1100 Metres.  Near the 150 Metres shifted in and brushed RED LION.  Sent for sampling post-race.,2,8
